rank,family,variant,rebalance,requested_range,actual_range,net_perf_pct,cagr_pct,max_drawdown_pct,sharpe,positions,win_rate_pct,avg_trade_pct,median_trade_days,soxl_return_pct,soxl_max_drawdown_pct,tqqq_return_pct,tqqq_max_drawdown_pct,soxl_only_net_pct,soxl_only_max_drawdown_pct,excess_vs_soxl_only_pct,beats_soxl_only,notes
19822,Relative momentum rotation,"21d return_minus_half_vol, skip 5d, chosen/alternate above SMA200",weekly,2010-03-11 to 2026-05-20,2010-04-20 to 2026-05-20,31209.58,42.95,-84.38,0.87,134,64.93,6.41,21.0,21522.96,-90.46,25143.23,-81.66,48461.05,-66.18,-17251.48,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19823,Relative momentum rotation,"10d return_minus_vol, skip 10d, 2% hysteresis, switch on 30% stop",weekly,2010-03-11 to 2026-05-20,2010-04-12 to 2026-05-20,31209.07,42.88,-81.15,0.89,87,62.07,14.3,21.0,24377.0,-90.46,26166.74,-81.66,48461.05,-66.18,-17251.99,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19824,Relative momentum rotation,"105d return_minus_vol, skip 21d, chosen/alternate above SMA200, 5% hysteresis",daily,2010-03-11 to 2026-05-20,2010-09-10 to 2026-05-20,23817.15,41.78,-83.33,0.85,90,57.78,9.1,13.0,48324.75,-90.46,33054.58,-81.66,41069.8,-66.18,-17252.65,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19825,Relative momentum rotation,"189d return, skip 10d, chosen/alternate above SMA100, 5% hysteresis, switch on 10% stop",weekly,2010-03-11 to 2026-05-20,2010-12-23 to 2026-05-20,13215.72,37.37,-89.69,0.8,216,52.78,6.12,6.0,22740.25,-90.46,20447.15,-81.66,30472.69,-66.18,-17256.97,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19826,Relative momentum rotation,"168d return_minus_vol, skip 5d, chosen/alternate above SMA50, switch on 30% stop",daily,2010-03-11 to 2026-05-20,2010-11-16 to 2026-05-20,22997.3,42.04,-81.94,0.86,276,56.88,3.98,5.0,30048.17,-90.46,24632.98,-81.66,40254.66,-66.18,-17257.36,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19827,Relative momentum rotation,"10d return_minus_vol, skip 21d, switch on 30% stop",daily,2010-03-11 to 2026-05-20,2010-04-27 to 2026-05-20,31197.95,43.01,-80.13,0.89,200,55.5,5.65,6.0,23156.12,-90.46,25804.86,-81.66,48461.05,-66.18,-17263.1,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19828,Relative momentum rotation,"168d return_minus_half_vol, 2% hysteresis, switch on 10% stop",weekly,2010-03-11 to 2026-05-20,2010-11-09 to 2026-05-20,19044.98,40.27,-82.01,0.83,152,48.03,9.06,7.0,27103.7,-90.46,21931.26,-81.66,36313.36,-66.18,-17268.39,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19829,Relative momentum rotation,"189d return_over_vol, skip 5d, chosen/alternate above SMA50, 5% hysteresis, switch on 30% stop",weekly,2010-03-11 to 2026-05-20,2010-12-16 to 2026-05-20,13891.69,37.76,-90.29,0.81,126,60.32,8.35,18.5,23254.03,-90.46,20768.32,-81.66,31160.4,-66.18,-17268.71,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19830,Relative momentum rotation,"10d return_minus_vol, skip 21d, chosen/alternate above SMA200, 5% hysteresis, switch on 20% stop",weekly,2010-03-11 to 2026-05-20,2010-04-27 to 2026-05-20,31191.21,43.01,-82.02,0.89,116,57.76,10.02,14.0,23156.12,-90.46,25804.86,-81.66,48461.05,-66.18,-17269.84,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19831,Relative momentum rotation,"168d return, skip 21d, chosen/alternate above SMA100, switch on 10% stop",daily,2010-03-11 to 2026-05-20,2010-12-09 to 2026-05-20,12184.56,36.55,-89.45,0.8,376,50.27,3.58,3.0,21980.67,-90.46,21265.73,-81.66,29455.96,-66.18,-17271.4,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19832,Relative momentum rotation,"189d return_minus_vol, switch on 20% stop",monthly,2010-03-11 to 2026-05-20,2010-12-09 to 2026-05-20,12184.23,36.55,-81.45,0.8,84,52.38,15.1,24.0,21980.67,-90.46,21265.73,-81.66,29455.96,-66.18,-17271.73,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19833,Relative momentum rotation,"126d return_over_vol, skip 21d, switch on 30% stop",weekly,2010-03-11 to 2026-05-20,2010-10-11 to 2026-05-20,23797.07,42.04,-88.69,0.85,84,60.71,14.53,18.5,35677.33,-90.46,27026.23,-81.66,41069.8,-66.18,-17272.73,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19834,Relative momentum rotation,"126d return_over_vol, skip 21d, chosen/alternate above SMA200, 5% hysteresis, switch on 10% stop",monthly,2010-03-11 to 2026-05-20,2010-10-11 to 2026-05-20,23795.32,42.04,-85.15,0.85,136,46.32,10.57,4.0,35677.33,-90.46,27026.23,-81.66,41069.8,-66.18,-17274.48,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19835,Relative momentum rotation,"5d return, chosen/alternate above SMA50",daily,2010-03-11 to 2026-05-20,2010-03-19 to 2026-05-20,31184.91,42.67,-85.72,0.85,842,56.06,1.26,5.0,29153.31,-90.46,28822.49,-81.66,48461.05,-66.18,-17276.15,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19836,Relative momentum rotation,"21d return_minus_vol, skip 10d, chosen/alternate above SMA100, 2% hysteresis, switch on 30% stop",weekly,2010-03-11 to 2026-05-20,2010-04-27 to 2026-05-20,31180.03,43.0,-80.34,0.88,100,66.0,12.25,22.0,23156.12,-90.46,25804.86,-81.66,48461.05,-66.18,-17281.03,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19837,Relative momentum rotation,"252d return_minus_vol, skip 21d, chosen/alternate above SMA50, 2% hysteresis",daily,2010-03-11 to 2026-05-20,2011-04-11 to 2026-05-20,9700.48,35.46,-83.72,0.79,266,55.64,3.21,5.0,20134.09,-90.46,18677.95,-81.66,26984.22,-66.18,-17283.74,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19838,Relative momentum rotation,"252d return_minus_vol, skip 5d, 2% hysteresis",weekly,2010-03-11 to 2026-05-20,2011-03-18 to 2026-05-20,12782.62,37.74,-82.51,0.81,48,58.33,18.56,28.0,22438.23,-90.46,21093.92,-81.66,30068.42,-66.18,-17285.8,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19839,Relative momentum rotation,"189d return_minus_vol, skip 10d, chosen/alternate above SMA50",monthly,2010-03-11 to 2026-05-20,2010-12-23 to 2026-05-20,13185.83,37.35,-81.66,0.81,38,68.42,29.44,62.0,22740.25,-90.46,20447.15,-81.66,30472.69,-66.18,-17286.86,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19840,Relative momentum rotation,"21d return_minus_half_vol, skip 10d, chosen/alternate above SMA50, switch on 30% stop",weekly,2010-03-11 to 2026-05-20,2010-04-27 to 2026-05-20,31172.56,43.0,-82.59,0.87,164,62.2,5.48,17.5,23156.12,-90.46,25804.86,-81.66,48461.05,-66.18,-17288.49,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19841,Relative momentum rotation,"189d return_minus_vol, skip 10d, 2% hysteresis, switch on 30% stop",monthly,2010-03-11 to 2026-05-20,2010-12-23 to 2026-05-20,13181.58,37.35,-82.82,0.81,52,59.62,24.17,52.5,22740.25,-90.46,20447.15,-81.66,30472.69,-66.18,-17291.11,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19842,Relative momentum rotation,"252d return, skip 5d, chosen/alternate above SMA50, 2% hysteresis",weekly,2010-03-11 to 2026-05-20,2011-03-18 to 2026-05-20,12776.7,37.74,-84.95,0.81,98,59.18,10.64,21.0,22438.23,-90.46,21093.92,-81.66,30068.42,-66.18,-17291.73,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19843,Relative momentum rotation,"126d return, skip 21d, chosen/alternate above SMA50, switch on 30% stop",weekly,2010-03-11 to 2026-05-20,2010-10-11 to 2026-05-20,23777.84,42.03,-87.2,0.85,148,60.81,9.03,14.0,35677.33,-90.46,27026.23,-81.66,41069.8,-66.18,-17291.96,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19844,Relative momentum rotation,"189d return_minus_half_vol, 2% hysteresis, switch on 20% stop",daily,2010-03-11 to 2026-05-20,2010-12-09 to 2026-05-20,12162.81,36.53,-86.14,0.8,110,50.91,12.16,12.5,21980.67,-90.46,21265.73,-81.66,29455.96,-66.18,-17293.14,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19845,Relative momentum rotation,"189d return_minus_vol, skip 5d, chosen/alternate above SMA200",monthly,2010-03-11 to 2026-05-20,2010-12-16 to 2026-05-20,13862.62,37.74,-81.66,0.81,36,72.22,30.18,61.5,23254.03,-90.46,20768.32,-81.66,31160.4,-66.18,-17297.79,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19846,Relative momentum rotation,"189d return_minus_vol, skip 5d, chosen/alternate above SMA200, 2% hysteresis",monthly,2010-03-11 to 2026-05-20,2010-12-16 to 2026-05-20,13862.62,37.74,-81.66,0.81,36,72.22,30.18,61.5,23254.03,-90.46,20768.32,-81.66,31160.4,-66.18,-17297.79,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19847,Relative momentum rotation,"5d return_over_vol, skip 10d, chosen/alternate above SMA200, 2% hysteresis, switch on 10% stop",daily,2010-03-11 to 2026-05-20,2010-04-09 to 2026-05-20,31161.26,42.84,-84.83,0.86,709,55.71,1.36,6.0,24989.86,-90.46,26272.32,-81.66,48461.05,-66.18,-17299.79,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19848,Relative momentum rotation,"10d return_over_vol, skip 10d, chosen/alternate above SMA100, 2% hysteresis, switch on 20% stop",daily,2010-03-11 to 2026-05-20,2010-04-12 to 2026-05-20,31157.63,42.87,-90.76,0.85,486,56.38,2.29,7.0,24377.0,-90.46,26166.74,-81.66,48461.05,-66.18,-17303.43,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19849,Relative momentum rotation,"252d return, chosen/alternate above SMA200, switch on 20% stop",weekly,2010-03-11 to 2026-05-20,2011-03-11 to 2026-05-20,10950.05,36.3,-80.48,0.8,114,49.12,12.61,14.0,21083.68,-90.46,18932.92,-81.66,28255.29,-66.18,-17305.24,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19850,Relative momentum rotation,"21d return_minus_half_vol, skip 5d, chosen/alternate above SMA50, switch on 20% stop",monthly,2010-03-11 to 2026-05-20,2010-04-20 to 2026-05-20,31155.05,42.93,-82.67,0.87,112,51.79,9.02,28.5,21522.96,-90.46,25143.23,-81.66,48461.05,-66.18,-17306.0,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19851,Relative momentum rotation,"168d return_minus_vol, 2% hysteresis, switch on 30% stop",daily,2010-03-11 to 2026-05-20,2010-11-09 to 2026-05-20,19006.85,40.26,-80.51,0.84,120,55.0,10.35,9.0,27103.7,-90.46,21931.26,-81.66,36313.36,-66.18,-17306.51,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19852,Relative momentum rotation,"189d return_over_vol, skip 5d, chosen/alternate above SMA100, 5% hysteresis, switch on 20% stop",daily,2010-03-11 to 2026-05-20,2010-12-16 to 2026-05-20,13852.16,37.73,-89.66,0.81,194,56.7,6.31,7.0,23254.03,-90.46,20768.32,-81.66,31160.4,-66.18,-17308.25,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19853,Relative momentum rotation,"189d return, skip 21d, 2% hysteresis, switch on 30% stop",weekly,2010-03-11 to 2026-05-20,2011-01-10 to 2026-05-20,9532.25,34.64,-83.84,0.78,66,50.0,19.99,31.5,20027.1,-90.46,19053.49,-81.66,26841.02,-66.18,-17308.77,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19854,Relative momentum rotation,"168d return, skip 21d, chosen/alternate above SMA50, switch on 20% stop",daily,2010-03-11 to 2026-05-20,2010-12-09 to 2026-05-20,12144.29,36.52,-80.8,0.8,350,52.86,3.25,5.0,21980.67,-90.46,21265.73,-81.66,29455.96,-66.18,-17311.67,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19855,Relative momentum rotation,"168d return, skip 21d, chosen/alternate above SMA200, 5% hysteresis, switch on 20% stop",daily,2010-03-11 to 2026-05-20,2010-12-09 to 2026-05-20,12143.89,36.52,-85.22,0.8,144,50.69,9.38,7.0,21980.67,-90.46,21265.73,-81.66,29455.96,-66.18,-17312.07,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19856,Relative momentum rotation,"168d return, skip 21d, chosen/alternate above SMA50, 2% hysteresis, switch on 30% stop",daily,2010-03-11 to 2026-05-20,2010-12-09 to 2026-05-20,12143.28,36.52,-84.91,0.8,278,55.04,4.16,6.0,21980.67,-90.46,21265.73,-81.66,29455.96,-66.18,-17312.68,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19857,Relative momentum rotation,"252d return, skip 21d, chosen/alternate above SMA200, 5% hysteresis, switch on 20% stop",weekly,2010-03-11 to 2026-05-20,2011-04-11 to 2026-05-20,9670.79,35.43,-85.69,0.79,114,52.63,10.72,13.0,20134.09,-90.46,18677.95,-81.66,26984.22,-66.18,-17313.42,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19858,Relative momentum rotation,"168d return_minus_half_vol, skip 10d, chosen/alternate above SMA50, 2% hysteresis",weekly,2010-03-11 to 2026-05-20,2010-11-23 to 2026-05-20,18799.15,40.28,-83.11,0.84,108,62.04,10.0,21.5,26955.49,-90.46,23786.23,-81.66,36114.97,-66.18,-17315.82,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19859,Relative momentum rotation,"168d return, skip 21d, chosen/alternate above SMA200, 2% hysteresis",weekly,2010-03-11 to 2026-05-20,2010-12-09 to 2026-05-20,12137.78,36.51,-86.8,0.8,74,59.46,13.52,15.0,21980.67,-90.46,21265.73,-81.66,29455.96,-66.18,-17318.18,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19860,Relative momentum rotation,"189d return, skip 10d, chosen/alternate above SMA50, 5% hysteresis, switch on 20% stop",daily,2010-03-11 to 2026-05-20,2010-12-23 to 2026-05-20,13153.45,37.33,-87.34,0.8,254,55.51,4.76,7.0,22740.25,-90.46,20447.15,-81.66,30472.69,-66.18,-17319.24,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19861,Relative momentum rotation,"189d return_minus_vol, skip 5d, chosen/alternate above SMA50, switch on 20% stop",monthly,2010-03-11 to 2026-05-20,2010-12-16 to 2026-05-20,13839.26,37.72,-80.85,0.81,94,55.32,14.06,25.0,23254.03,-90.46,20768.32,-81.66,31160.4,-66.18,-17321.14,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19862,Relative momentum rotation,"21d return_minus_half_vol, skip 10d, chosen/alternate above SMA100, 5% hysteresis, switch on 30% stop",daily,2010-03-11 to 2026-05-20,2010-04-27 to 2026-05-20,31137.98,42.99,-85.5,0.87,196,58.67,5.21,11.5,23156.12,-90.46,25804.86,-81.66,48461.05,-66.18,-17323.07,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19863,Relative momentum rotation,"5d return_minus_vol, skip 5d, chosen/alternate above SMA100, switch on 20% stop",weekly,2010-03-11 to 2026-05-20,2010-04-01 to 2026-05-20,31137.65,42.76,-82.6,0.88,127,62.2,8.91,14.0,26702.95,-90.46,27676.15,-81.66,48461.05,-66.18,-17323.4,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19864,Relative momentum rotation,"168d return_over_vol, chosen/alternate above SMA200, switch on 10% stop",daily,2010-03-11 to 2026-05-20,2010-11-09 to 2026-05-20,18988.27,40.25,-90.53,0.83,234,52.99,5.19,4.0,27103.7,-90.46,21931.26,-81.66,36313.36,-66.18,-17325.1,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19865,Relative momentum rotation,"5d return_minus_half_vol, chosen/alternate above SMA50",daily,2010-03-11 to 2026-05-20,2010-03-25 to 2026-05-20,31133.18,42.7,-82.57,0.88,391,55.75,2.33,4.0,27170.01,-90.46,28059.23,-81.66,48461.05,-66.18,-17327.88,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19866,Relative momentum rotation,"252d return_minus_vol, skip 5d, chosen/alternate above SMA50, 2% hysteresis, switch on 20% stop",weekly,2010-03-11 to 2026-05-20,2011-03-18 to 2026-05-20,12739.67,37.71,-80.16,0.81,144,52.08,7.19,14.0,22438.23,-90.46,21093.92,-81.66,30068.42,-66.18,-17328.76,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19867,Relative momentum rotation,"252d return, skip 5d, 2% hysteresis, switch on 30% stop",daily,2010-03-11 to 2026-05-20,2011-03-18 to 2026-05-20,12737.65,37.71,-86.46,0.81,94,53.19,14.9,8.0,22438.23,-90.46,21093.92,-81.66,30068.42,-66.18,-17330.78,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19868,Relative momentum rotation,"252d return, chosen/alternate above SMA200, 5% hysteresis, switch on 20% stop",weekly,2010-03-11 to 2026-05-20,2011-03-11 to 2026-05-20,10921.49,36.28,-85.31,0.79,96,48.96,15.69,14.0,21083.68,-90.46,18932.92,-81.66,28255.29,-66.18,-17333.81,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19869,Relative momentum rotation,"126d return, skip 21d, chosen/alternate above SMA200, 2% hysteresis, switch on 10% stop",weekly,2010-03-11 to 2026-05-20,2010-10-11 to 2026-05-20,23733.08,42.01,-87.33,0.85,172,46.51,8.49,7.0,35677.33,-90.46,27026.23,-81.66,41069.8,-66.18,-17336.72,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19870,Relative momentum rotation,"10d return_minus_vol, skip 5d, 5% hysteresis, switch on 30% stop",weekly,2010-03-11 to 2026-05-20,2010-04-05 to 2026-05-20,31123.44,42.8,-80.51,0.88,73,65.75,16.41,21.0,24609.95,-90.46,26895.65,-81.66,48461.05,-66.18,-17337.62,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19871,Relative momentum rotation,"5d return_minus_vol, skip 10d, switch on 20% stop",weekly,2010-03-11 to 2026-05-20,2010-04-09 to 2026-05-20,31123.35,42.83,-81.45,0.89,91,60.44,14.77,14.0,24989.86,-90.46,26272.32,-81.66,48461.05,-66.18,-17337.7,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19872,Relative momentum rotation,"189d return_minus_vol, chosen/alternate above SMA50, 2% hysteresis, switch on 20% stop",weekly,2010-03-11 to 2026-05-20,2010-12-09 to 2026-05-20,12116.51,36.5,-83.38,0.8,146,56.16,7.91,14.0,21980.67,-90.46,21265.73,-81.66,29455.96,-66.18,-17339.45,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19873,Relative momentum rotation,"189d return_minus_vol, skip 5d, chosen/alternate above SMA100, switch on 10% stop",daily,2010-03-11 to 2026-05-20,2010-12-16 to 2026-05-20,13818.21,37.71,-81.74,0.81,328,53.66,3.37,4.0,23254.03,-90.46,20768.32,-81.66,31160.4,-66.18,-17342.2,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19874,Relative momentum rotation,"189d return_minus_vol, chosen/alternate above SMA50, 5% hysteresis, switch on 30% stop",daily,2010-03-11 to 2026-05-20,2010-12-09 to 2026-05-20,12113.26,36.5,-82.31,0.8,220,57.27,5.07,7.0,21980.67,-90.46,21265.73,-81.66,29455.96,-66.18,-17342.7,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19875,Relative momentum rotation,"21d return_minus_vol, skip 5d, chosen/alternate above SMA100, 2% hysteresis, switch on 30% stop",weekly,2010-03-11 to 2026-05-20,2010-04-20 to 2026-05-20,31116.1,42.92,-80.54,0.88,92,63.04,12.48,28.0,21522.96,-90.46,25143.23,-81.66,48461.05,-66.18,-17344.95,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
